Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,22072021,1035628392,0001813
Trade Date <22-JUL-2021>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,548,GPPL,EQ,363835,182949,50.28
20,549,GPTINFRA,EQ,98207,52875,53.84
20,550,GRANULES,EQ,5627001,1213857,21.57
20,551,GRAPHITE,EQ,711533,293488,41.25
20,552,GRASIM,EQ,982695,375531,38.21
20,553,GRAVITA,EQ,419749,250608,59.70
20,554,GREAVESCOT,EQ,2042128,513473,25.14
20,555,GREENLAM,EQ,3370,2346,69.61
20,556,GREENPLY,EQ,209234,112235,53.64
20,557,GREENPOWER,EQ,7854132,4578909,58.30
20,558,GRINDWELL,EQ,46196,25136,54.41
20,559,GRINFRA,EQ,640184,205825,32.15
20,560,GROBTEA,EQ,414,252,60.87
20,561,GRPLTD,EQ,9033,7973,88.27
20,562,GRSE,EQ,259143,143283,55.29
20,563,GSCLCEMENT,EQ,299268,153947,51.44
20,564,GSFC,EQ,2443229,1168888,47.84
20,565,GSPL,EQ,274166,129322,47.17
20,566,GSS,EQ,1770792,518958,29.31
20,567,GTNTEX,EQ,10692,10692,100.00
20,568,GTPL,EQ,148971,90452,60.72
20,569,GUFICBIO,EQ,95596,51614,53.99
20,570,GUJALKALI,EQ,401622,148411,36.95
20,571,GUJAPOLLO,EQ,44923,22283,49.60
20,572,GUJGASLTD,EQ,1608755,259379,16.12
20,573,GULFOILLUB,EQ,39275,19802,50.42
20,574,GULFPETRO,EQ,86285,50164,58.14
20,575,HAL,EQ,1538596,604518,39.29
20,576,HAPPSTMNDS,EQ,1532297,639768,41.75
20,577,HARRMALAYA,EQ,244223,72521,29.69
20,578,HATHWAY,EQ,6848523,3542500,51.73
20,579,HATSUN,EQ,27740,11819,42.61
20,580,HAVELLS,EQ,12956315,3911443,30.19
20,581,HBANKETF,EQ,3092,2522,81.57
20,582,HBLPOWER,EQ,2172291,1077930,49.62
20,583,HBSL,EQ,25961,18222,70.19
20,584,HCC,EQ,7298842,3220713,44.13
20,585,HCG,EQ,196362,87637,44.63
20,586,HCL-INSYS,EQ,796664,465831,58.47
20,587,HCLTECH,EQ,6156400,4255785,69.13
20,588,HDFC,EQ,1792789,1194603,66.63
20,589,HDFC,W3,28800,22800,79.17
20,590,HDFCAMC,EQ,530450,306115,57.71
20,591,HDFCBANK,EQ,6603557,3828445,57.98
20,592,HDFCLIFE,EQ,4062964,3099025,76.27
20,593,HDFCMFGETF,EQ,264564,178392,67.43
20,594,HDFCNIFETF,EQ,12819,11390,88.85
20,595,HDFCSENETF,EQ,2331,1809,77.61
20,596,HEG,EQ,284138,160670,56.55
20,597,HEIDELBERG,EQ,1607678,416754,25.92
20,598,HEMIPROP,EQ,934664,405170,43.35
20,599,HERANBA,EQ,537323,214904,40.00
20,600,HERCULES,EQ,288501,77841,26.98
20,601,HERITGFOOD,EQ,118276,67498,57.07
20,602,HEROMOTOCO,EQ,613062,303740,49.54
20,603,HESTERBIO,EQ,6360,2347,36.90
20,604,HEXATRADEX,EQ,67473,51182,75.86
20,605,HGINFRA,EQ,175581,61012,34.75
20,606,HIKAL,EQ,291564,207930,71.32
20,607,HIL,EQ,15903,10073,63.34
20,608,HILTON,EQ,14817,13510,91.18
20,609,HIMATSEIDE,EQ,244937,155065,63.31
20,610,HINDALCO,EQ,7381389,2497790,33.84
20,611,HINDCOMPOS,EQ,4821,3361,69.72
20,612,HINDCON,EQ,39698,36796,92.69
20,613,HINDCOPPER,EQ,1649553,629998,38.19
20,614,HINDMOTORS,EQ,333188,221145,66.37
20,615,HINDOILEXP,EQ,1308874,512466,39.15
20,616,HINDPETRO,EQ,2887095,1348411,46.70
20,617,HINDUNILVR,EQ,3546044,1179817,33.27
20,618,HINDZINC,EQ,3389719,800383,23.61
20,619,HIRECT,EQ,17875,13716,76.73
20,620,HISARMETAL,EQ,871842,276086,31.67
20,621,HITECH,EQ,215010,95257,44.30
20,622,HITECHCORP,EQ,7763,3522,45.37
20,623,HITECHGEAR,EQ,37863,23192,61.25
20,624,HLEGLAS,EQ,6031,3958,65.63
20,625,HLVLTD,EQ,202030,106958,52.94
20,626,HMVL,EQ,485511,328683,67.70
20,627,HNGSNGBEES,EQ,326,240,73.62
20,628,HOMEFIRST,EQ,103192,24998,24.22
20,629,HONAUT,EQ,2212,807,36.48
20,630,HONDAPOWER,EQ,13744,8168,59.43
20,631,HOVS,EQ,10955,10955,100.00
20,632,HPL,EQ,417499,190751,45.69
20,633,HSCL,EQ,6293677,2190444,34.80
20,634,HSIL,EQ,242921,81109,33.39
20,635,HTMEDIA,EQ,4924087,2333381,47.39
20,636,HUBTOWN,EQ,210370,162356,77.18
20,637,HUDCO,EQ,1505432,524580,34.85
20,638,HUDCO,N2,126,100,79.37
20,639,HUDCO,N3,2147,1510,70.33
20,640,HUDCO,N5,400,400,100.00
20,641,HUDCO,N9,3486,3407,97.73
20,642,HUDCO,ND,1897,1422,74.96
20,643,HUDCO,NE,523,518,99.04
20,644,HUHTAMAKI,EQ,197763,111140,56.20
20,645,IBMFNIFTY,EQ,474,170,35.86
20,646,IBREALEST,EQ,26758040,6923906,25.88
20,647,IBUCCREDIT,N4,55,55,100.00
20,648,IBUCCREDIT,N7,50,50,100.00
20,649,IBUCCREDIT,N9,368,368,100.00
20,650,IBUCCREDIT,ND,55,55,100.00
20,651,IBULHSGFIN,EQ,15150875,3765420,24.85
20,652,IBULHSGFIN,N6,40,40,100.00
20,653,IBULHSGFIN,N8,196,159,81.12
20,654,IBULHSGFIN,NA,575,575,100.00
20,655,IBULHSGFIN,NE,10,10,100.00
20,656,ICEMAKE,EQ,12953,10939,84.45
20,657,ICICI500,EQ,1919,1457,75.92
20,658,ICICIALPLV,EQ,11550,7741,67.02
20,659,ICICIB22,EQ,312265,272935,87.40
20,660,ICICIBANK,EQ,13123569,7616681,58.04
20,661,ICICIBANKN,EQ,10408,3118,29.96
20,662,ICICIBANKP,EQ,2331,1774,76.10
20,663,ICICIGI,EQ,672911,256453,38.11
20,664,ICICIGOLD,EQ,497965,432855,86.92
20,665,ICICILIQ,EQ,7247,6986,96.40
20,666,ICICILOVOL,EQ,139777,121565,86.97
20,667,ICICIM150,EQ,42834,36704,85.69
20,668,ICICIMCAP,EQ,8396,4932,58.74
20,669,ICICINF100,EQ,7372,3601,48.85
20,670,ICICINIFTY,EQ,94356,59940,63.53
20,671,ICICINV20,EQ,34988,18061,51.62
20,672,ICICINXT50,EQ,22164,18413,83.08
20,673,ICICIPHARM,EQ,6028,5223,86.65
20,674,ICICIPRULI,EQ,10227856,4663976,45.60
20,675,ICICISENSX,EQ,804,404,50.25
20,676,ICICITECH,EQ,6613,4170,63.06
20,677,ICIL,EQ,2404965,1152287,47.91
20,678,ICRA,EQ,22336,5242,23.47
20,679,IDBI,EQ,5094150,2070622,40.65
20,680,IDBIGOLD,EQ,33,15,45.45
20,681,IDEA,EQ,682342777,147708564,21.65
20,682,IDFC,EQ,82244824,32427298,39.43
20,683,IDFCFIRSTB,EQ,44082639,13622883,30.90
20,684,IDFCFIRSTB,N9,2,2,100.00
20,685,IDFCFIRSTB,NA,13,13,100.00
20,686,IDFCFIRSTB,NC,24,24,100.00
20,687,IDFNIFTYET,EQ,994,772,77.67
20,688,IEX,EQ,4654657,1341205,28.81
20,689,IFBAGRO,EQ,9578,5588,58.34
20,690,IFBIND,EQ,69408,30598,44.08
20,691,IFCI,EQ,7440364,4169373,56.04
20,692,IFCI,NF,4,4,100.00
20,693,IFCI,NH,1317,1317,100.00
20,694,IFCI,NL,3384,3184,94.09
20,695,IFGLEXPOR,EQ,36188,23478,64.88
20,696,IGARASHI,EQ,109158,33009,30.24
20,697,IGL,EQ,3504984,2777558,79.25
20,698,IGPL,EQ,253139,81203,32.08
20,699,IIFCL,N2,201,201,100.00
20,700,IIFCL,N3,5000,4000,80.00
20,701,IIFCL,N4,2684,2684,100.00
20,702,IIFL,N2,565,565,100.00
20,703,IIFL,N3,240,240,100.00
20,704,IIFL,N4,235,235,100.00
20,705,IIFL,N5,306,304,99.35
20,706,IIFL,N6,1256,1256,100.00
20,707,IIFL,N7,2,2,100.00
20,708,IIFL,N9,25,25,100.00
20,709,IIFL,NA,150,150,100.00
20,710,IIFL,NC,269,269,100.00
20,711,IIFL,NE,71,71,100.00
20,712,IIFL,NF,2642,2589,97.99
20,713,IIFL,NG,5,5,100.00
20,714,IIFLSEC,EQ,5545961,2307926,41.61
20,715,IIFLWAM,EQ,87317,60568,69.37
20,716,IITL,EQ,11845,8640,72.94
20,717,IMAGICAA,EQ,92666,78285,84.48
20,718,IMFA,EQ,216204,116609,53.93
20,719,IMPAL,EQ,3836,2839,74.01
20,720,INDBANK,EQ,298075,138595,46.50
20,721,INDHOTEL,EQ,2878011,1450371,50.39
20,722,INDIACEM,EQ,6317636,1468623,23.25
20,723,INDIAGLYCO,EQ,211818,74100,34.98
20,724,INDIAMART,EQ,140900,70787,50.24
20,725,INDIANB,EQ,2731115,1174583,43.01
20,726,INDIANCARD,EQ,15868,8161,51.43
20,727,INDIANHUME,EQ,64719,32703,50.53
20,728,INDIGO,EQ,798942,320319,40.09
20,729,INDIGOPNTS,EQ,50182,21987,43.81
20,730,INDIGRID,IV,637875,564732,88.53
20,731,INDIGRID,ND,100,100,100.00
20,732,INDIGRID,NJ,8638,8616,99.75
20,733,INDIGRID,NL,1152,1126,97.74
20,734,INDLMETER,EQ,40340,32247,79.94
20,735,INDNIPPON,EQ,15968,8943,56.01
20,736,INDOCO,EQ,196284,75372,38.40
20,737,INDOSTAR,EQ,43173,31777,73.60
20,738,INDOTHAI,EQ,16799,9167,54.57
20,739,INDRAMEDCO,EQ,643495,185457,28.82
20,740,INDSWFTLAB,EQ,873136,474482,54.34
20,741,INDTERRAIN,EQ,402375,323751,80.46
20,742,INDUSINDBK,EQ,2181872,508692,23.31
20,743,INDUSTOWER,EQ,5020580,2079032,41.41
20,744,INEOSSTYRO,EQ,39252,24724,62.99
20,745,INFIBEAM,EQ,6952891,4645300,66.81
20,746,INFOMEDIA,EQ,4380,4380,100.00
20,747,INFRABEES,EQ,2411,1637,67.90
20,748,INFY,EQ,7854575,5679233,72.30
20,749,INGERRAND,EQ,131116,34569,26.37
20,750,INNOVANA,SM,1000,1000,100.00
20,751,INNOVATIVE,SM,36000,33000,91.67
20,752,INOXLEISUR,EQ,318901,168161,52.73
20,753,INOXWIND,EQ,584494,359269,61.47
20,754,INSECTICID,EQ,34460,15865,46.04
20,755,INTELLECT,EQ,897033,431862,48.14
20,756,INTENTECH,EQ,114196,114196,100.00
20,757,INVENTURE,EQ,17519749,9332926,53.27
20,758,IOB,EQ,13314593,4174179,31.35
20,759,IOC,EQ,10839232,4733418,43.67
20,760,IOLCP,EQ,1522353,494491,32.48
20,761,IPCALAB,EQ,243518,113818,46.74
20,762,IPL,EQ,7163748,2324985,32.45
20,763,IRB,EQ,1802125,429242,23.82
20,764,IRBINVIT,IV,882500,797500,90.37
20,765,IRCON,EQ,3089725,1655014,53.57
20,766,IRCTC,EQ,1349303,286706,21.25
20,767,IREDA,N5,453,453,100.00
20,768,IREDA,N7,2000,2000,100.00
20,769,IRFC,EQ,9446372,4455959,47.17
20,770,IRFC,N1,2450,2050,83.67
20,771,IRFC,N2,220,195,88.64
20,772,IRFC,N9,63,63,100.00
20,773,IRFC,NA,1639,1039,63.39
20,774,IRFC,NC,10,10,100.00
20,775,IRFC,ND,910,910,100.00
20,776,IRFC,NE,2033,1691,83.18
20,777,IRFC,NJ,105,105,100.00
20,778,IRFC,NO,400,400,100.00
20,779,ISEC,EQ,2381385,531879,22.33
20,780,ISFT,EQ,54001,33025,61.16
20,781,ISGEC,EQ,162905,72548,44.53
20,782,ITC,EQ,18311537,10246304,55.96
20,783,ITDC,EQ,54048,11935,22.08
20,784,ITDCEM,EQ,583974,260362,44.58
20,785,ITI,EQ,536488,192058,35.80
20,786,IVC,EQ,2508627,925865,36.91
20,787,IVP,EQ,6208,4380,70.55
20,788,IVZINGOLD,EQ,124,119,95.97
20,789,IVZINNIFTY,EQ,25,18,72.00
20,790,IZMO,EQ,1045846,424535,40.59
20,791,JAGRAN,EQ,372061,184604,49.62
20,792,JAGSNPHARM,EQ,115693,60625,52.40
20,793,JAIBALAJI,EQ,76756,51204,66.71
20,794,JAICORPLTD,EQ,1208714,356466,29.49
20,795,JALAN,SM,6000,6000,100.00
20,796,JAMNAAUTO,EQ,670864,490485,73.11
20,797,JASH,EQ,16375,9465,57.80
20,798,JAYAGROGN,EQ,69503,27747,39.92
20,799,JAYBARMARU,EQ,29896,15103,50.52
20,800,JAYSREETEA,EQ,638142,216237,33.89
20,801,JBCHEPHARM,EQ,87717,48224,54.98
20,802,JBMA,EQ,68018,27194,39.98
20,803,JCHAC,EQ,13831,6544,47.31
20,804,JETKNIT,SM,22500,22500,100.00
20,805,JHS,EQ,159889,118833,74.32
20,806,JINDALPHOT,EQ,7580,5993,79.06
20,807,JINDALPOLY,EQ,466886,113841,24.38
20,808,JINDALSAW,EQ,10609735,1937580,18.26
20,809,JINDALSTEL,EQ,9400295,3214433,34.20
20,810,JINDRILL,EQ,117842,76093,64.57
20,811,JINDWORLD,EQ,1000051,235574,23.56
20,812,JISLDVREQS,EQ,59472,33295,55.98
20,813,JISLJALEQS,EQ,1774763,1121020,63.16
20,814,J&KBANK,EQ,2866654,1211976,42.28
20,815,JKCEMENT,EQ,40407,19223,47.57
20,816,JKIL,EQ,352541,179053,50.79
20,817,JKLAKSHMI,EQ,790426,225815,28.57
20,818,JKPAPER,EQ,2312635,453137,19.59
20,819,JKTYRE,EQ,925547,416641,45.02
20,820,JMA,EQ,22799,16653,73.04
20,821,JMCPROJECT,EQ,237423,123632,52.07
20,822,JMFINANCIL,EQ,5885345,1415195,24.05
20,823,JMTAUTOLTD,EQ,1922406,1323182,68.83
20,824,JOCIL,EQ,20189,11166,55.31
20,825,JPINFRATEC,EQ,1482299,1482299,100.00
20,826,JPPOWER,EQ,44130012,28508978,64.60
20,827,JSL,EQ,24364619,6521255,26.77
20,828,JSLHISAR,EQ,10132114,2110544,20.83
20,829,JSWENERGY,EQ,7537436,2631381,34.91
20,830,JSWHL,EQ,2204,919,41.70
20,831,JSWSTEEL,EQ,9472817,2259873,23.86
20,832,JTEKTINDIA,EQ,467975,81230,17.36
20,833,JUBLFOOD,EQ,5283322,679201,12.86
20,834,JUBLINDS,EQ,336139,144890,43.10
20,835,JUBLINGREA,EQ,10833527,3994080,36.87
20,836,JUBLPHARMA,EQ,430180,253475,58.92
20,837,JUMPNET,EQ,1404158,825254,58.77
20,838,JUNIORBEES,EQ,92919,55817,60.07
20,839,JUSTDIAL,EQ,2871073,732052,25.50
20,840,JYOTHYLAB,EQ,562787,249732,44.37
20,841,KABRAEXTRU,EQ,484055,173371,35.82
20,842,KAJARIACER,EQ,215599,173103,80.29
20,843,KAKATCEM,EQ,63661,53134,83.46
20,844,KALPATPOWR,EQ,247985,111242,44.86
20,845,KALYANKJIL,EQ,896398,450431,50.25
20,846,KAMATHOTEL,EQ,69313,38021,54.85
20,847,KAMDHENU,EQ,232181,101624,43.77
20,848,KANORICHEM,EQ,49239,39702,80.63
20,849,KANPRPLA,EQ,44560,30122,67.60
20,850,KANSAINER,EQ,680680,285368,41.92
20,851,KARMAENG,EQ,13114,13043,99.46
20,852,KARURVYSYA,EQ,1621882,923039,56.91
20,853,KAUSHALYA,EQ,18080,16580,91.70
20,854,KAVVERITEL,EQ,1024,1024,100.00
20,855,KAYA,EQ,154938,58051,37.47
20,856,KCP,EQ,833408,496478,59.57
20,857,KCPSUGIND,EQ,426023,173000,40.61
20,858,KDDL,EQ,9102,4382,48.14
20,859,KEC,EQ,774159,383591,49.55
20,860,KECL,EQ,151437,101606,67.09
20,861,KEERTI,EQ,20181,13325,66.03
20,862,KEI,EQ,222846,84266,37.81
20,863,KELLTONTEC,EQ,2194742,642516,29.28
20,864,KENNAMET,EQ,23938,8447,35.29
20,865,KESORAMIND,EQ,1679799,725848,43.21
20,866,KEYFINSERV,EQ,8417,3801,45.16
20,867,KHADIM,EQ,68740,25805,37.54
20,868,KHAICHEM,EQ,440436,270651,61.45
20,869,KHANDSE,EQ,3223,3028,93.95
20,870,KICL,EQ,1464,935,63.87
20,871,KILITCH,EQ,56101,34624,61.72
20,872,KIMS,EQ,170159,76340,44.86
20,873,KINGFA,EQ,4552,3028,66.52
20,874,KIOCL,EQ,51668,20131,38.96
20,875,KIRIINDUS,EQ,262924,112463,42.77
20,876,KIRLFER,EQ,250983,159669,63.62
20,877,KIRLOSENG,EQ,115228,55874,48.49
20,878,KIRLOSIND,EQ,30784,24826,80.65
20,879,KITEX,EQ,770599,334481,43.41
20,880,KKCL,EQ,9545,1815,19.02
20,881,KKVAPOW,SM,250,250,100.00
20,882,KMSUGAR,EQ,447848,246122,54.96
20,883,KNRCON,EQ,937022,346903,37.02
20,884,KOKUYOCMLN,EQ,227600,92318,40.56
20,885,KOLTEPATIL,EQ,340773,142658,41.86
20,886,KOTAKBANK,EQ,1858253,1106158,59.53
20,887,KOTAKBKETF,EQ,445111,177456,39.87
20,888,KOTAKGOLD,EQ,420881,284569,67.61
20,889,KOTAKIT,EQ,2158,1215,56.30
20,890,KOTAKNIFTY,EQ,88069,70038,79.53
20,891,KOTAKNV20,EQ,14880,9376,63.01
20,892,KOTAKPSUBK,EQ,4985,3757,75.37
20,893,KOTARISUG,EQ,294169,163273,55.50
20,894,KOTHARIPET,EQ,174794,62109,35.53
20,895,KPITTECH,EQ,1044758,745822,71.39
20,896,KPRMILL,EQ,81605,57187,70.08
20,897,KRBL,EQ,685633,203075,29.62
20,898,KREBSBIO,EQ,10878,6749,62.04
20,899,KRIDHANINF,EQ,161610,133471,82.59
20,900,KRISHANA,EQ,25722,19197,74.63
20,901,KSB,EQ,15503,6912,44.58
20,902,KSCL,EQ,273989,142625,52.06
20,903,KSL,EQ,238095,80539,33.83
20,904,KSOLVES,SM,35600,28800,80.90
20,905,KTKBANK,EQ,752855,420766,55.89
20,906,KUANTUM,EQ,83551,51192,61.27
20,907,LAGNAM,SM,15000,15000,100.00
20,908,LALPATHLAB,EQ,340670,239030,70.16
20,909,LAOPALA,EQ,88666,31744,35.80
20,910,LASA,EQ,276968,189373,68.37
20,911,LATTEYS,SM,2000,2000,100.00
20,912,LAURUSLABS,EQ,1926752,889571,46.17
20,913,LAXMICOT,SM,276000,216000,78.26
20,914,LAXMIMACH,EQ,16653,8641,51.89
20,915,LCCINFOTEC,EQ,202402,161735,79.91
20,916,LEMONTREE,EQ,2983703,940355,31.52
20,917,LEXUS,SM,1000,1000,100.00
20,918,LFIC,EQ,243,192,79.01
20,919,LGBBROSLTD,EQ,184434,94739,51.37
20,920,LIBAS,EQ,565170,183778,32.52
20,921,LIBERTSHOE,EQ,1132368,264498,23.36
20,922,LICHSGFIN,EQ,1124064,282011,25.09
20,923,LICNETFGSC,EQ,2802,1786,63.74
20,924,LICNETFN50,EQ,181,181,100.00
20,925,LICNETFSEN,EQ,232,83,35.78
20,926,LICNFNHGP,EQ,385,232,60.26
20,927,LIKHITHA,EQ,196431,44741,22.78
20,928,LINCOLN,EQ,427256,100425,23.50
20,929,LINCPEN,EQ,11273,4695,41.65
20,930,LINDEINDIA,EQ,49707,15578,31.34
20,931,LIQUIDBEES,EQ,898610,677111,75.35
20,932,LIQUIDETF,EQ,34610,32336,93.43
20,933,LODHA,EQ,697773,245571,35.19
20,934,LOKESHMACH,EQ,35405,32080,90.61
20,935,LOVABLE,EQ,24169,17823,73.74
20,936,LT,EQ,3231269,1536508,47.55
20,937,L&TFH,EQ,9278149,3718545,40.08
20,938,L&TFINANCE,NC,104,104,100.00
20,939,L&TFINANCE,NE,38,38,100.00
20,940,L&TFINANCE,NG,50,50,100.00
20,941,L&TFINANCE,NI,343,333,97.08
20,942,L&TFINANCE,Y1,1895,1895,100.00
20,943,L&TFINANCE,Y7,100,100,100.00
20,944,LTI,EQ,331876,156348,47.11
20,945,LTTS,EQ,1025908,273184,26.63
20,946,LUMAXIND,EQ,2626,1723,65.61
20,947,LUMAXTECH,EQ,195775,105563,53.92
20,948,LUPIN,EQ,874999,573413,65.53
20,949,LUXIND,EQ,113433,52251,46.06
20,950,LXCHEM,EQ,2545937,1073684,42.17
20,951,LYKALABS,EQ,35068,27352,78.00
20,952,LYPSAGEMS,EQ,31128,23445,75.32
20,953,M14RG,MF,2000,2000,100.00
20,954,M15RD,MF,34500,34500,100.00
20,955,M15RG,MF,10000,10000,100.00
20,956,M17RD,MF,1094,1094,100.00
20,957,M17RG,MF,10100,10100,100.00
20,958,MACPOWER,EQ,30713,11859,38.61
20,959,MADHAV,EQ,1088710,269923,24.79
20,960,MADHUCON,EQ,65269,59485,91.14
20,961,MADRASFERT,EQ,152782,71921,47.07
20,962,MAESGETF,EQ,5430,5031,92.65
20,963,MAFANG,EQ,200808,172687,86.00
20,964,MAGADSUGAR,EQ,49116,23264,47.37
20,965,MAHABANK,EQ,21799106,7363889,33.78
20,966,MAHASTEEL,EQ,874350,302065,34.55
20,967,MAHEPC,EQ,503672,231149,45.89
20,968,MAHESHWARI,EQ,18326,11582,63.20
20,969,MAHINDCIE,EQ,1106427,586549,53.01
20,970,MAHLIFE,EQ,29037,14642,50.43
20,971,MAHLOG,EQ,42861,19221,44.84
20,972,MAHSCOOTER,EQ,7267,4499,61.91
20,973,MAHSEAMLES,EQ,121150,68994,56.95
20,974,MAITHANALL,EQ,144383,51538,35.70
20,975,MAJESCO,EQ,162479,87099,53.61
20,976,MALUPAPER,EQ,360147,158443,43.99
20,977,MAN50ETF,EQ,162833,142743,87.66
